-2.789,5.9154,3.7875
-4.0422,3.7101,2.8761
-2.6421,5.7124,3.5938
-5.3438,4.7028,1.7553
4.1445,-8.4802,-6.4751
4.1176,1.6649,5.5766
-4.9382,5.1426,3.1752
-3.6602,6.0401,2.8049
-2.5266,4.5708,3.1418
-3.3156,5.8865,3.3293
-3.8349,4.3474,2.0764
-3.0321,3.4639,2.2995
2.6551,-0.9546,4.9572
2.3593,0.6018,5.4541
-3.7984,4.5985,3.0085
3.1016,-6.6864,-6.6928
2.6012,0.6264,4.7958
-4.0298,4.6982,1.5256
-2.7509,5.9893,2.2418
2.7846,-5.8205,-7.327
2.651,-6.2453,-5.5341
2.9343,0.9025,8.176
5.8913,0.4064,6.4706
-2.5506,6.7671,0.0133
-3.3937,5.6145,2.1502
5.3602,-6.6919,-4.8706
4.8176,-0.4968,5.1759
-4.58,5.4977,1.8124
3.8019,-6.6287,-6.5687
-2.2723,6.2227,2.0882
-4.3551,4.2471,2.7294
-3.3585,6.9179,2.8828
3.82,-7.0745,-4.0647
4.3851,-6.6072,-7.7147
3.1317,-0.082,6.2359
4.1081,-6.7126,-6.5212
-3.3206,6.2177,1.6516
3.4098,-4.8927,-5.8319
-4.0768,4.3524,2.4915
2.8234,2.9445,5.6744
2.8529,-6.9516,-7.4543
-4.5698,5.5709,1.2654
-3.2969,6.5716,4.1249
1.8758,-6.8177,-5.1934
4.6131,0.0693,6.1412
2.5842,-9.3709,-4.0836
-1.7512,6.527,1.9987
5.3787,-6.4883,-6.1932
1.3359,-5.2597,-6.0474
2.0236,-5.7618,-6.2942
2.2561,0.9566,5.2439
3.7969,-1.4655,5.6089
4.6227,-6.5024,-6.0049
-3.4766,6.4864,0.9285
1.2447,2.2785,5.6335
-4.0099,6.0623,0.4505
5.2029,-7.4128,-6.2786
2.7919,1.8318,6.8993
4.6371,-5.9869,-5.6376
3.4281,1.5532,4.6291
2.7622,-8.2891,-6.9083
-3.8613,6.2744,0.9996
-5.5755,4.1063,1.8977
4.1569,-5.7802,-7.0259
2.5748,1.6092,5.1777
4.2026,-8.0802,-6.2816
-2.2925,6.9161,1.734
-3.4704,4.4126,3.2785
2.7142,2.0395,6.6375
3.4642,1.1454,6.4402
3.4031,-7.1017,-4.5663
3.0633,-0.1369,4.7
-4.805,6.1509,1.2118
2.9202,-7.5721,-6.9646
4.1424,-7.4574,-6.0088
2.6349,0.3802,5.0099
-6.2391,5.704,1.5655
-2.6387,5.3986,3.5127
-2.8178,5.3345,0.5719
-5.9228,2.9011,0.2701
4.4833,0.2289,7.4062
-3.6305,3.9851,2.2788
5.9387,-7.7965,-3.2105
4.375,-0.811,5.7922
-4.1264,6.1286,3.6261
3.1353,2.2969,4.0034
-2.9176,6.0459,3.5689
-2.6793,5.0081,2.9342
3.6398,0.3637,5.5908
3.5643,-6.9329,-5.9935
2.5298,1.5681,6.1624
-2.603,5.0778,2.222
-3.3276,4.856,2.7161
3.4489,-6.3612,-6.4348
4.1294,-7.0333,-5.7873
-3.1306,3.9633,0.3573
1.9802,0.1986,5.9782
3.4532,-7.4624,-6.4348
-4.0341,3.7921,1.6353
3.5421,-6.409,-4.4055
-4.1659,5.8833,1.6907
5.179,-8.2293,-6.2017
-3.5392,3.2738,1.397
2.3769,-6.3988,-6.5535
2.7851,-7.934,-6.5583
1.378,-6.3851,-6.1077
4.0713,0.3442,5.9311
3.6777,-5.2688,-6.1177
2.621,-6.9203,-5.1822
4.3307,-0.9898,4.5055
4.1721,3.1403,5.2522
3.3584,1.4938,4.9551
2.8957,0.6421,5.4859
3.3871,-7.6583,-4.5839
4.1022,0.4857,5.7677
1.6578,0.49,4.1749
1.919,0.8656,4.7037
4.0618,0.8919,3.5507
3.494,-6.1619,-6.5271
5.1522,-5.9368,-3.3249
4.5198,-6.2628,-6.2374
4.5368,-7.1179,-7.007
4.1547,1.9463,6.8434
4.0077,-0.5318,6.2528
-4.588,5.7946,1.5611
-3.79,5.6231,2.5045
-4.4443,6.1801,1.1546
2.2223,-4.8972,-4.9668
4.0466,-7.2207,-6.7297
-1.669,4.3988,2.0595
3.4111,0.5466,6.6251
-1.4474,3.4482,1.6064
-4.2957,5.8357,2.1139
1.8596,1.1169,5.659
1.192,0.3706,7.7114
3.1771,0.2902,6.26
3.4994,-6.9777,-7.1723
-3.784,3.1695,2.6868
3.969,-7.9995,-5.9192
3.5259,-6.4356,-6.7882
3.482,-6.4898,-7.4334
-5.6668,4.8649,2.8529
4.6413,-7.7492,-4.7098
3.4451,-7.1241,-7.5573
3.4139,1.0511,3.7535
2.68,1.2146,4.985
4.0437,0.5468,4.7156
-1.3731,5.4661,3.4326
3.7819,-5.9295,-6.5646
-4.579,4.6406,1.8088
2.3612,1.1397,5.3163
-2.7451,4.7438,1.5168
3.7599,0.2284,7.0481
-2.7539,7.4413,1.4301
4.5033,-8.336,-5.4407
-3.9541,5.7736,3.0707
3.1237,-0.8726,5.8516
-3.5587,6.9194,4.2082
2.671,-8.4147,-7.0419
1.9908,0.9043,4.7602
2.5299,-0.8055,4.0589
2.2432,-6.8404,-4.9814
-2.0838,5.8745,2.7785
4.1781,3.2421,6.074
2.4964,-6.0616,-5.8639
-2.8131,5.0238,2.014
-1.876,4.2664,2.4239
2.6332,0.2081,7.3893
3.2234,1.6092,4.3613
1.7596,-0.1845,3.2976
4.5548,-6.414,-6.8892
-5.8557,4.1713,2.9077
-3.1234,5.4584,1.3862
1.7156,1.6845,5.9682
-3.0513,4.5293,3.106
-3.8509,4.1076,3.4176
4.1726,-7.8619,-6.6695
5.6968,-5.1259,-4.1342
1.2765,1.386,5.7149
3.5897,-0.5122,4.3509
2.7942,-5.6536,-5.5035
3.5153,-7.8964,-5.7689
3.3298,-7.077,-6.0363
3.2162,-5.9872,-5.572
3.6,-6.3847,-6.8789
2.7408,-4.7005,-5.3985
2.4735,0.4849,5.5638
4.1856,-4.9874,-7.9988
2.2744,-0.4685,3.9194
3.8035,0.8857,6.4068
2.9166,0.7076,5.9056
3.931,0.4961,6.3438
3.4206,-6.4677,-4.9685
-4.0954,7.5572,3.4248
4.1309,-6.7034,-6.8573
2.9397,0.9271,5.4287
2.7217,1.0759,5.534
2.4693,-0.6018,5.6306
2.7242,0.7888,5.3483
0.8397,1.0806,5.3012
3.747,1.3471,4.5822
1.5642,1.3271,5.3775
-4.0688,4.6478,2.4463
-4.4133,5.1175,3.1224
1.925,-0.9398,3.8785
-2.555,4.6206,2.8692
5.5637,-0.7188,6.7142
2.968,-6.665,-6.9235
-3.9304,7.275,1.7597
4.0331,-6.721,-7.2915
4.3738,-5.7652,-6.567
-3.0819,6.1309,2.2552
-2.203,5.2929,2.176
4.36,-0.7064,7.0216
-2.2494,4.9554,1.5817
-4.2164,4.2736,1.595
3.4741,-5.7938,-6.4642
4.8871,0.1255,6.2867
